id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M000038,"I lost my job today. (I work as secondary school in education, based in Dar es Salaam.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000039,"I lost my job today. (I work as microfinance in finance, based in Dar es Salaam.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000040,"I lost my job today. (I work as other sector in other, based in Dar es Salaam.)",en,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000041,"They sacked me without warning. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000042,"They sacked me without warning. (I work as dispensary in health, based in Dar es Salaam.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000043,"They sacked me without warning. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000044,"They sacked me without warning. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000045,"They sacked me without warning. (I work as domestic security in security, based in Dar es Salaam.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000046,"They sacked me without warning. (I work as inland transport in transport, based in Dar es Salaam.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000047,"They sacked me without warning. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000048,"They sacked me without warning. (I work as secondary school in education, based in Dar es Salaam.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000049,"They sacked me without warning. (I work as microfinance in finance, based in Dar es Salaam.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M000050,"They sacked me without warning. (I work as other sector in other, based in Dar es Salaam.)",en,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,"K001,K014,K018","Identify intent=dismissal_complaint → retrieve K001 (unfair_termination definition) + K014 (CMA timeline) + K018 (remedies). Apply: user was terminated without procedure → presumption of unfair termination → 60-day CMA window → possible remedies are reinstatement, re-engagement, or compensation.","This may be unfair termination under ELRA s.36. Burden of proof is on your employer. File CMA Form 1 within 60 days. Possible remedies under s.40 (LLA 4/2025): reinstatement, re-engagement, or compensation of 6-24 months remuneration depending on whether the procedure, reason, or both were unfair.",ELRA 2004 s.36 (as amended by LLA 4/2025); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
