id,utterance,lang,intent_label,extracted_entities,confidence_hint
N000180,"I was let go after 5 years. (I work as other sector in other, based in Mwanza.)",en,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000181,"My contract was cancelled by my employer. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000182,"My contract was cancelled by my employer. (I work as crops and animal production in agriculture, based in Arusha.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000183,"My contract was cancelled by my employer. (I work as crops and animal production in agriculture, based in Mwanza.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000184,"My contract was cancelled by my employer. (I work as dispensary in health, based in Dar es Salaam.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000185,"My contract was cancelled by my employer. (I work as dispensary in health, based in Arusha.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000186,"My contract was cancelled by my employer. (I work as dispensary in health, based in Mwanza.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000187,"My contract was cancelled by my employer. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000188,"My contract was cancelled by my employer. (I work as diplomat household in domestic, based in Arusha.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N000189,"My contract was cancelled by my employer. (I work as diplomat household in domestic, based in Mwanza.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N000190,"My contract was cancelled by my employer. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N000191,"My contract was cancelled by my employer. (I work as 3-star hotel in hospitality, based in Arusha.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N000192,"My contract was cancelled by my employer. (I work as 3-star hotel in hospitality, based in Mwanza.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N000193,"My contract was cancelled by my employer. (I work as domestic security in security, based in Dar es Salaam.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N000194,"My contract was cancelled by my employer. (I work as domestic security in security, based in Arusha.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Arusha,high
N000195,"My contract was cancelled by my employer. (I work as domestic security in security, based in Mwanza.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Mwanza,high
N000196,"My contract was cancelled by my employer. (I work as inland transport in transport, based in Dar es Salaam.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000197,"My contract was cancelled by my employer. (I work as inland transport in transport, based in Arusha.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000198,"My contract was cancelled by my employer. (I work as inland transport in transport, based in Mwanza.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000199,"My contract was cancelled by my employer. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000200,"My contract was cancelled by my employer. (I work as mining/prospecting in mining, based in Arusha.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000201,"My contract was cancelled by my employer. (I work as mining/prospecting in mining, based in Mwanza.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000202,"My contract was cancelled by my employer. (I work as secondary school in education, based in Dar es Salaam.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000203,"My contract was cancelled by my employer. (I work as secondary school in education, based in Arusha.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000204,"My contract was cancelled by my employer. (I work as secondary school in education, based in Mwanza.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000205,"My contract was cancelled by my employer. (I work as microfinance in finance, based in Dar es Salaam.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000206,"My contract was cancelled by my employer. (I work as microfinance in finance, based in Arusha.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000207,"My contract was cancelled by my employer. (I work as microfinance in finance, based in Mwanza.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
N000208,"My contract was cancelled by my employer. (I work as other sector in other, based in Dar es Salaam.)",en,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N000209,"My contract was cancelled by my employer. (I work as other sector in other, based in Arusha.)",en,dismissal_complaint,sector=other;sub_sector=other sector;region=Arusha,high
N000210,"My contract was cancelled by my employer. (I work as other sector in other, based in Mwanza.)",en,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000211,"I was dismissed during my leave. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000212,"I was dismissed during my leave. (I work as crops and animal production in agriculture, based in Arusha.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000213,"I was dismissed during my leave. (I work as crops and animal production in agriculture, based in Mwanza.)",en,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000214,"I was dismissed during my leave. (I work as dispensary in health, based in Dar es Salaam.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000215,"I was dismissed during my leave. (I work as dispensary in health, based in Arusha.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000216,"I was dismissed during my leave. (I work as dispensary in health, based in Mwanza.)",en,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000217,"I was dismissed during my leave. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000218,"I was dismissed during my leave. (I work as diplomat household in domestic, based in Arusha.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N000219,"I was dismissed during my leave. (I work as diplomat household in domestic, based in Mwanza.)",en,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N000220,"I was dismissed during my leave. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N000221,"I was dismissed during my leave. (I work as 3-star hotel in hospitality, based in Arusha.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N000222,"I was dismissed during my leave. (I work as 3-star hotel in hospitality, based in Mwanza.)",en,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N000223,"I was dismissed during my leave. (I work as domestic security in security, based in Dar es Salaam.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N000224,"I was dismissed during my leave. (I work as domestic security in security, based in Arusha.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Arusha,high
N000225,"I was dismissed during my leave. (I work as domestic security in security, based in Mwanza.)",en,dismissal_complaint,sector=security;sub_sector=domestic security;region=Mwanza,high
N000226,"I was dismissed during my leave. (I work as inland transport in transport, based in Dar es Salaam.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000227,"I was dismissed during my leave. (I work as inland transport in transport, based in Arusha.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000228,"I was dismissed during my leave. (I work as inland transport in transport, based in Mwanza.)",en,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000229,"I was dismissed during my leave. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000230,"I was dismissed during my leave. (I work as mining/prospecting in mining, based in Arusha.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000231,"I was dismissed during my leave. (I work as mining/prospecting in mining, based in Mwanza.)",en,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000232,"I was dismissed during my leave. (I work as secondary school in education, based in Dar es Salaam.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000233,"I was dismissed during my leave. (I work as secondary school in education, based in Arusha.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000234,"I was dismissed during my leave. (I work as secondary school in education, based in Mwanza.)",en,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000235,"I was dismissed during my leave. (I work as microfinance in finance, based in Dar es Salaam.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000236,"I was dismissed during my leave. (I work as microfinance in finance, based in Arusha.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000237,"I was dismissed during my leave. (I work as microfinance in finance, based in Mwanza.)",en,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
