id,sentence,lang,extracted_name,extracted_occupation,extracted_sector,extracted_sub_sector,extracted_region,extracted_years,extracted_role,bot_response
I00143,"Mimi ni Fatuma, kazi yangu ni dereva, sekta ya usafiri.",sw,Fatuma,driver,transport,inland transport,Mwanza,1,employee,Habari Fatuma. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00144,"Mimi ni Fatuma, kazi yangu ni dereva, sekta ya usafiri.",sw,Fatuma,driver,transport,inland transport,Mwanza,5,employee,Habari Fatuma. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00145,"Jina langu ni Hassan, mimi ni dereva usafiri.",sw,Hassan,driver,transport,inland transport,Dar es Salaam,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00146,"Jina langu ni Hassan, mimi ni dereva usafiri.",sw,Hassan,driver,transport,inland transport,Dar es Salaam,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00147,"Jina langu ni Hassan, mimi ni dereva usafiri.",sw,Hassan,driver,transport,inland transport,Arusha,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00148,"Jina langu ni Hassan, mimi ni dereva usafiri.",sw,Hassan,driver,transport,inland transport,Arusha,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00149,"Jina langu ni Hassan, mimi ni dereva usafiri.",sw,Hassan,driver,transport,inland transport,Mwanza,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00150,"Jina langu ni Hassan, mimi ni dereva usafiri.",sw,Hassan,driver,transport,inland transport,Mwanza,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00151,"Habari, mimi ni Hassan. Nafanya kazi ya dereva.",sw,Hassan,driver,transport,inland transport,Dar es Salaam,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00152,"Habari, mimi ni Hassan. Nafanya kazi ya dereva.",sw,Hassan,driver,transport,inland transport,Dar es Salaam,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00153,"Habari, mimi ni Hassan. Nafanya kazi ya dereva.",sw,Hassan,driver,transport,inland transport,Arusha,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00154,"Habari, mimi ni Hassan. Nafanya kazi ya dereva.",sw,Hassan,driver,transport,inland transport,Arusha,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00155,"Habari, mimi ni Hassan. Nafanya kazi ya dereva.",sw,Hassan,driver,transport,inland transport,Mwanza,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00156,"Habari, mimi ni Hassan. Nafanya kazi ya dereva.",sw,Hassan,driver,transport,inland transport,Mwanza,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00157,"Mimi ni Hassan, kazi yangu ni dereva, sekta ya usafiri.",sw,Hassan,driver,transport,inland transport,Dar es Salaam,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00158,"Mimi ni Hassan, kazi yangu ni dereva, sekta ya usafiri.",sw,Hassan,driver,transport,inland transport,Dar es Salaam,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00159,"Mimi ni Hassan, kazi yangu ni dereva, sekta ya usafiri.",sw,Hassan,driver,transport,inland transport,Arusha,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00160,"Mimi ni Hassan, kazi yangu ni dereva, sekta ya usafiri.",sw,Hassan,driver,transport,inland transport,Arusha,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00161,"Mimi ni Hassan, kazi yangu ni dereva, sekta ya usafiri.",sw,Hassan,driver,transport,inland transport,Mwanza,1,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00162,"Mimi ni Hassan, kazi yangu ni dereva, sekta ya usafiri.",sw,Hassan,driver,transport,inland transport,Mwanza,5,employee,Habari Hassan. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00163,"Jina langu ni Amina, mimi ni dereva usafiri.",sw,Amina,driver,transport,inland transport,Dar es Salaam,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00164,"Jina langu ni Amina, mimi ni dereva usafiri.",sw,Amina,driver,transport,inland transport,Dar es Salaam,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00165,"Jina langu ni Amina, mimi ni dereva usafiri.",sw,Amina,driver,transport,inland transport,Arusha,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00166,"Jina langu ni Amina, mimi ni dereva usafiri.",sw,Amina,driver,transport,inland transport,Arusha,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00167,"Jina langu ni Amina, mimi ni dereva usafiri.",sw,Amina,driver,transport,inland transport,Mwanza,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00168,"Jina langu ni Amina, mimi ni dereva usafiri.",sw,Amina,driver,transport,inland transport,Mwanza,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00169,"Habari, mimi ni Amina. Nafanya kazi ya dereva.",sw,Amina,driver,transport,inland transport,Dar es Salaam,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00170,"Habari, mimi ni Amina. Nafanya kazi ya dereva.",sw,Amina,driver,transport,inland transport,Dar es Salaam,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00171,"Habari, mimi ni Amina. Nafanya kazi ya dereva.",sw,Amina,driver,transport,inland transport,Arusha,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00172,"Habari, mimi ni Amina. Nafanya kazi ya dereva.",sw,Amina,driver,transport,inland transport,Arusha,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00173,"Habari, mimi ni Amina. Nafanya kazi ya dereva.",sw,Amina,driver,transport,inland transport,Mwanza,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00174,"Habari, mimi ni Amina. Nafanya kazi ya dereva.",sw,Amina,driver,transport,inland transport,Mwanza,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00175,"Mimi ni Amina, kazi yangu ni dereva, sekta ya usafiri.",sw,Amina,driver,transport,inland transport,Dar es Salaam,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00176,"Mimi ni Amina, kazi yangu ni dereva, sekta ya usafiri.",sw,Amina,driver,transport,inland transport,Dar es Salaam,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I00177,"Mimi ni Amina, kazi yangu ni dereva, sekta ya usafiri.",sw,Amina,driver,transport,inland transport,Arusha,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00178,"Mimi ni Amina, kazi yangu ni dereva, sekta ya usafiri.",sw,Amina,driver,transport,inland transport,Arusha,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I00179,"Mimi ni Amina, kazi yangu ni dereva, sekta ya usafiri.",sw,Amina,driver,transport,inland transport,Mwanza,1,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00180,"Mimi ni Amina, kazi yangu ni dereva, sekta ya usafiri.",sw,Amina,driver,transport,inland transport,Mwanza,5,employee,Habari Amina. Naona ni dereva sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I00181,"My name is John, I'm a teacher in education.",en,John,teacher,education,pre/primary school,Dar es Salaam,1,employee,Hello John. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00182,"My name is John, I'm a teacher in education.",en,John,teacher,education,pre/primary school,Dar es Salaam,5,employee,Hello John. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00183,"My name is John, I'm a teacher in education.",en,John,teacher,education,pre/primary school,Arusha,1,employee,Hello John. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
I00184,"My name is John, I'm a teacher in education.",en,John,teacher,education,pre/primary school,Arusha,5,employee,Hello John. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
I00185,"My name is John, I'm a teacher in education.",en,John,teacher,education,pre/primary school,Mwanza,1,employee,Hello John. I see you're a teacher in the education sector based in Mwanza. What employment question can I help with?
I00186,"My name is John, I'm a teacher in education.",en,John,teacher,education,pre/primary school,Mwanza,5,employee,Hello John. I see you're a teacher in the education sector based in Mwanza. What employment question can I help with?
I00187,"Hi, I'm John. I work as a teacher.",en,John,teacher,education,pre/primary school,Dar es Salaam,1,employee,Hello John. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00188,"Hi, I'm John. I work as a teacher.",en,John,teacher,education,pre/primary school,Dar es Salaam,5,employee,Hello John. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00189,"Hi, I'm John. I work as a teacher.",en,John,teacher,education,pre/primary school,Arusha,1,employee,Hello John. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
I00190,"Hi, I'm John. I work as a teacher.",en,John,teacher,education,pre/primary school,Arusha,5,employee,Hello John. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
I00191,"Hi, I'm John. I work as a teacher.",en,John,teacher,education,pre/primary school,Mwanza,1,employee,Hello John. I see you're a teacher in the education sector based in Mwanza. What employment question can I help with?
I00192,"Hi, I'm John. I work as a teacher.",en,John,teacher,education,pre/primary school,Mwanza,5,employee,Hello John. I see you're a teacher in the education sector based in Mwanza. What employment question can I help with?
I00193,"I am John, occupation teacher, sector education.",en,John,teacher,education,pre/primary school,Dar es Salaam,1,employee,Hello John. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00194,"I am John, occupation teacher, sector education.",en,John,teacher,education,pre/primary school,Dar es Salaam,5,employee,Hello John. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00195,"I am John, occupation teacher, sector education.",en,John,teacher,education,pre/primary school,Arusha,1,employee,Hello John. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
I00196,"I am John, occupation teacher, sector education.",en,John,teacher,education,pre/primary school,Arusha,5,employee,Hello John. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
I00197,"I am John, occupation teacher, sector education.",en,John,teacher,education,pre/primary school,Mwanza,1,employee,Hello John. I see you're a teacher in the education sector based in Mwanza. What employment question can I help with?
I00198,"I am John, occupation teacher, sector education.",en,John,teacher,education,pre/primary school,Mwanza,5,employee,Hello John. I see you're a teacher in the education sector based in Mwanza. What employment question can I help with?
I00199,"My name is Mary, I'm a teacher in education.",en,Mary,teacher,education,pre/primary school,Dar es Salaam,1,employee,Hello Mary. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00200,"My name is Mary, I'm a teacher in education.",en,Mary,teacher,education,pre/primary school,Dar es Salaam,5,employee,Hello Mary. I see you're a teacher in the education sector based in Dar es Salaam. What employment question can I help with?
I00201,"My name is Mary, I'm a teacher in education.",en,Mary,teacher,education,pre/primary school,Arusha,1,employee,Hello Mary. I see you're a teacher in the education sector based in Arusha. What employment question can I help with?
